"﻿id","Дата и время","ИНН","IDПользователя","Товар","Бренд","Теги","Цена","Кол-во","Сумма","Кэшбэк"
"002ae0c186eadcb26a79ff44198e6bd3","20.01.2020 16:13","2310031475","3d661f9632b35ce36c9842386b1dbf8b","aos гель для мытья посуды ultra green 450мл(нэфи",,,57.9,1.0,57.9,
"002ae0c186eadcb26a79ff44198e6bd3","20.01.2020 16:13","2310031475","3d661f9632b35ce36c9842386b1dbf8b","head&shoulders шампунь пр перх яблочсвежесть400м","head&shoulders","шампунь для волос; красота и здоровье; гигиена волос",199.0,1.0,199.0,19.9
"002ae0c186eadcb26a79ff44198e6bd3","20.01.2020 16:13","2310031475","3d661f9632b35ce36c9842386b1dbf8b","la fresh крем-мыло ромашка/экст хлоп 250мл(ренес",,"красота и здоровье; личная гигиена; мыло",49.0,1.0,49.0,
"002ae0c186eadcb26a79ff44198e6bd3","20.01.2020 16:13","2310031475","3d661f9632b35ce36c9842386b1dbf8b","orbit жевательная резинка клубника/банан 14г(риг","orbit","продукты; хлеб и сладости; жевательная резинка",30.0,1.0,30.0,
"002ae0c186eadcb26a79ff44198e6bd3","20.01.2020 16:13","2310031475","3d661f9632b35ce36c9842386b1dbf8b","symphony освеж возд с/б фруктовый пунш 250мл(аэр",,,129.0,1.0,129.0,
"002ae0c186eadcb26a79ff44198e6bd3","20.01.2020 16:13","2310031475","3d661f9632b35ce36c9842386b1dbf8b","tide гель капсулы авт альпсвеж 12шт х25.2г(прокт","tide","уход за бельем; хозяйственные товары; капсулы для стирки",199.0,1.0,199.0,
"002ae0c186eadcb26a79ff44198e6bd3","20.01.2020 16:13","2310031475","3d661f9632b35ce36c9842386b1dbf8b","пакет магнит косметик мал(пластиктрейд):300/2700","магнит косметик","упаковка; пакеты; прочее",3.9,1.0,3.9,
"002ae0c186eadcb26a79ff44198e6bd3","20.01.2020 16:13","2310031475","3d661f9632b35ce36c9842386b1dbf8b","тарелка marine 1шт. sl 198*155:12",,,39.0,1.0,39.0,
"002af44a6b3340bfd0e9045163763702","17.12.2019 16:04","2310031475","96faf99c14557c2bee8e172e4c0bd0dd","fairy all in 1 ср-во д/м посуд/маш 24шт (проктер","fairy","средства для мытья кухни; средства для посудомоечных машин; хозяйственные товары; капсулы",339.0,1.0,339.0,33.9
"002af44a6b3340bfd0e9045163763702","17.12.2019 16:04","2310031475","96faf99c14557c2bee8e172e4c0bd0dd","мягкий знак deluxe салф/бум белые24*24 2сл 100л(","мягкий знак","хозяйственные товары; бумага/салфетки; салфетки",29.0,2.0,58.0,
"002af44a6b3340bfd0e9045163763702","17.12.2019 16:04","2310031475","96faf99c14557c2bee8e172e4c0bd0dd","пакет магнит косметик мал(пластиктрейд):300/2700","магнит косметик","упаковка; пакеты; прочее",3.9,1.0,3.9,
"002b83b63691952922f986e641dd6a14","14.12.2019 13:10","7825706086","7250866b25aea715bd52d160a34a7992","3414393 белые росы кефир 3,2% 500г",,,16.29,1.0,16.29,
"002b83b63691952922f986e641dd6a14","14.12.2019 13:10","7825706086","7250866b25aea715bd52d160a34a7992","3691740 fairy ср.н.р.ар.р.ж/ал.в.450мл","fairy","pure&clean; хозяйственные товары; средства для мытья посуды; нежруч; средства для мытья кухни",22.62,1.0,22.62,0.0
"002b83b63691952922f986e641dd6a14","14.12.2019 13:10","7825706086","7250866b25aea715bd52d160a34a7992","47642 мандарины 1кг",,"фрукты; мандарины; продукты; овощи/фрукты/ягоды",30.1,0.85,25.59,
"002b8efd03ecec3418c768b2cc0f8434","03.11.2019 17:22","2310031475","184635d28df02669a801749a11c8115b","head&shoulders шампуньуход за сух к","head&shoulders","красота и здоровье; шампунь для волос; гигиена волос",199.0,1.0,199.0,19.9
"002bf680b3f1f3d05aba2d5ef125181e","23.12.2019 19:07","2310031475","e28d240b6e20601f7e52e6de62f271f1","always ultra прокладки super 16шт (проктер):16","always","личная гигиена; прокладки; красота и здоровье",139.0,1.0,139.0,13.9
"002bf680b3f1f3d05aba2d5ef125181e","23.12.2019 19:07","2310031475","e28d240b6e20601f7e52e6de62f271f1","lays чипсы картоф вкус краб 150г фл/п(фрито лей)","lays","чипсы; снеки; продукты",49.9,1.0,49.9,
"002bf680b3f1f3d05aba2d5ef125181e","23.12.2019 19:07","2310031475","e28d240b6e20601f7e52e6de62f271f1","lays чипсы картоф вкус сметана зелень150г фл/п(ф","lays","продукты; снеки; чипсы",49.9,1.0,49.9,
"002bf680b3f1f3d05aba2d5ef125181e","23.12.2019 19:07","2310031475","e28d240b6e20601f7e52e6de62f271f1","soft туалетная бумага 2сл 4рул 100% целл(россия)",,"хозяйственные товары; туалетная бумага; бумага/салфетки",55.9,1.0,55.9,
"002bf680b3f1f3d05aba2d5ef125181e","23.12.2019 19:07","2310031475","e28d240b6e20601f7e52e6de62f271f1","пакет-майка магнит",,,5.9,1.0,5.9,
"002bf680b3f1f3d05aba2d5ef125181e","23.12.2019 19:07","2310031475","e28d240b6e20601f7e52e6de62f271f1","ситниковское молоко паст 3,2% 0,9кг ф/п (золотые",,"продукты; 3.2%; молоко/сыр/яйца; молоко",43.9,1.0,43.9,
"002bfee5c26d23d97f4854a8c9f6a82c","31.01.2020 14:03","2310031475","320b6236763cf1cec080fc6fb2b3858e","head&shoulders шам2в1ментол осв/энер океан400мл(","head&shoulders","красота и здоровье; гигиена волос; шампунь для волос",199.0,1.0,199.0,19.9
"002bfee5c26d23d97f4854a8c9f6a82c","31.01.2020 14:03","2310031475","320b6236763cf1cec080fc6fb2b3858e","игрушка лопатка средняя 41см (полесье):6/42",,"игрушка; прочее",29.0,1.0,29.0,
"002bfee5c26d23d97f4854a8c9f6a82c","31.01.2020 14:03","2310031475","320b6236763cf1cec080fc6fb2b3858e","шариковый пластилин в яйце в асс.(мки):8/32",,,75.0,2.0,150.0,
"002c2178c949e1094a2dbbf850113729","25.01.2020 20:01","2310031475","ed89f08baa5e457079ad827a015f48e4","beauty formulas восковые полоски 20шт(драммок):12",,,199.0,1.0,199.0,
"002c2178c949e1094a2dbbf850113729","25.01.2020 20:01","2310031475","ed89f08baa5e457079ad827a015f48e4","апельсины 1кг",,"продукты; овощи/фрукты/ягоды; апельсин; фрукты",67.9,1.796,121.95,
"002c2178c949e1094a2dbbf850113729","25.01.2020 20:01","2310031475","ed89f08baa5e457079ad827a015f48e4","пн gillette пена д/б250мл+head&shoulders шам200мл(проктер)","gillette","красота и здоровье; личная гигиена; пена для бритья; средство для бритья; подарнаб",299.0,1.0,299.0,29.9
"002c2178c949e1094a2dbbf850113729","25.01.2020 20:01","2310031475","ed89f08baa5e457079ad827a015f48e4","чистая линия бальзам восстанав д/сух/пов вол230мл(юнил):6/",,"гигиена волос; красота и здоровье; бальзам для волос",89.9,1.0,89.9,
"002c2178c949e1094a2dbbf850113729","25.01.2020 20:01","2310031475","ed89f08baa5e457079ad827a015f48e4","чл маска д/вол фито инт.красота-сила 200мл(юнилевер):8",,,139.9,1.0,139.9,
"002c2178c949e1094a2dbbf850113729","25.01.2020 20:01","2310031475","ed89f08baa5e457079ad827a015f48e4","чл шамп укрепляющий крапива д/вс.волос 250мл (юнилевер):6/",,"шампунь для волос; красота и здоровье; гигиена волос",89.9,1.0,89.9,
"002c291ddefb6fd2ae91be290a7c58eb","23.01.2020 9:58","2310031475","62e4e3be5726525a47fab14cbeb8120b","lenor кондиц д/бел конц цвет шелк ак","lenor","кондиционер для белья; уход за бельем; хозяйственные товары",169.0,1.0,169.0,16.9
"002c291ddefb6fd2ae91be290a7c58eb","23.01.2020 9:58","2310031475","62e4e3be5726525a47fab14cbeb8120b","миф автомат стир.пор. морозная свеже","миф","уход за бельем; стиральный порошок; хозяйственные товары",389.0,1.0,389.0,
"002c291ddefb6fd2ae91be290a7c58eb","23.01.2020 9:58","2310031475","62e4e3be5726525a47fab14cbeb8120b","пропеллер 3в1 гель/скраб/маска 150мл",,,169.0,1.0,169.0,
"002ca8512562f07cf6324d35020c49a8","09.11.2019 11:16","2310031475","73d70d74a3be05b39f7870cf17af664f","pampers трусики-подг 5 junior 12-17/","pampers","трусики-подгузники; подгузники/пеленки/салфетки; уход за ребенком; forp&g",299.0,1.0,299.0,30.9
"002cd693d271f314925e31956ddf0d26","18.11.2019 12:36","2310031475","d870dc3ab55f4ea9b8df301247ab34d8","blend-a-med з/п анти кариес/кора дуба 100мл(p&g)","blend-a-med",,59.9,1.0,59.9,5.99
"002cd693d271f314925e31956ddf0d26","18.11.2019 12:36","2310031475","d870dc3ab55f4ea9b8df301247ab34d8","solar power напиток тонизирующий газ0,45л ж/б с",,"напитки; энергетический напиток; продукты",83.9,1.0,83.9,
"002cd693d271f314925e31956ddf0d26","18.11.2019 12:36","2310031475","d870dc3ab55f4ea9b8df301247ab34d8","назук восточный 100г п/уп(стружкина)",,,15.9,1.0,15.9,
"002cf94703a16171a79945d009ab45f2","11.01.2020 16:57","6,45E+11","3f543bbf7b58046466156d0323a7cc43","allure колготки lacerta 40den/nero/3",,,119.9,1.0,119.9,
"002cf94703a16171a79945d009ab45f2","11.01.2020 16:57","6,45E+11","3f543bbf7b58046466156d0323a7cc43","pompea колготки fashion 40 den 4 daino",,,229.9,1.0,229.9,
"002cf94703a16171a79945d009ab45f2","11.01.2020 16:57","6,45E+11","3f543bbf7b58046466156d0323a7cc43","sisi колготки activity/50den/moka/4",,,274.9,1.0,274.9,
"002cf94703a16171a79945d009ab45f2","11.01.2020 16:57","6,45E+11","3f543bbf7b58046466156d0323a7cc43","syoss шамп.500мл pure fresh",,"красота и здоровье; шампунь для волос; гигиена волос",247.9,1.0,247.9,
"002cf94703a16171a79945d009ab45f2","11.01.2020 16:57","6,45E+11","3f543bbf7b58046466156d0323a7cc43","teatro колготки weekend 40 /40den/nero/4",,,92.9,1.0,92.9,
"002cf94703a16171a79945d009ab45f2","11.01.2020 16:57","6,45E+11","3f543bbf7b58046466156d0323a7cc43","пакет п/э майка пнд рубль бум 28+14*48 новый год",,,3.99,1.0,3.99,
"002cf94703a16171a79945d009ab45f2","11.01.2020 16:57","6,45E+11","3f543bbf7b58046466156d0323a7cc43","хед шамп против перх энергия океана 300мл","head&shoulders",,179.9,1.0,179.9,17.99
"002cff5ddbe44385eecde986ccbf1ab4","02.11.2019 18:37","2310031475","de9eae76604fe7120852e18af1d49011","always ultra прокладки ночные 7шт (проктер):20","always","личная гигиена; singlenight; 7; экстра защ; красота и здоровье; прокладки; ultra",94.9,1.0,94.9,69.49000000000001
"002cff5ddbe44385eecde986ccbf1ab4","02.11.2019 18:37","2310031475","de9eae76604fe7120852e18af1d49011","kotex active прокладки normal 8шт(кимберли):16","kotex","красота и здоровье; личная гигиена; прокладки",69.9,1.0,69.9,
"002cff5ddbe44385eecde986ccbf1ab4","02.11.2019 18:37","2310031475","de9eae76604fe7120852e18af1d49011","zlaty bazant пиво свет паст 4,1% 1,35л пэт(опх):",,"пастеризованное; пиво светлое; алкоголь; пиво",89.9,1.0,89.9,
"002cff5ddbe44385eecde986ccbf1ab4","02.11.2019 18:37","2310031475","de9eae76604fe7120852e18af1d49011","детский крем 46мл (аванта) :40",,"уход за кожей; крем; уход за ребенком",25.9,1.0,25.9,
"002d8cda6752a6aface633542666b0e6","14.01.2020 10:51","7728029110","10799b8c9ac8b6ca386b5eb2d89d68e5","2086142 lenor кондиц.скан.весна конц.1л","lenor","уход за бельем; кондиционер для белья; хозяйственные товары",99.99,1.0,99.99,10.0
"002d92f7b35a71d3e736550027eb884c","23.11.2019 13:21","7703270067","5f1560e32263e9c9093be2bf67c98819","mddi/мыльные пузыри",,,19.9,1.0,19.9,
"002d92f7b35a71d3e736550027eb884c","23.11.2019 13:21","7703270067","5f1560e32263e9c9093be2bf67c98819","зелпм-ка32х62х17",,,3.0,1.0,3.0,
"002d92f7b35a71d3e736550027eb884c","23.11.2019 13:21","7703270067","5f1560e32263e9c9093be2bf67c98819","кассеты 2 шт gillett","gillette","mach3; красота и здоровье; кассеты для бритья; личная гигиена",440.0,1.0,440.0,44.0
"002d92f7b35a71d3e736550027eb884c","23.11.2019 13:21","7703270067","5f1560e32263e9c9093be2bf67c98819","конц д/б миндал","lenor","детский; кондиционер для белья",169.0,1.0,169.0,50.699999999999996
"002d92f7b35a71d3e736550027eb884c","23.11.2019 13:21","7703270067","5f1560e32263e9c9093be2bf67c98819","кп/панир сухари 200",,,22.0,1.0,22.0,
"002d92f7b35a71d3e736550027eb884c","23.11.2019 13:21","7703270067","5f1560e32263e9c9093be2bf67c98819","салиц.пилинг-ск.,2в1",,,89.47,1.0,89.47,
"002d92f7b35a71d3e736550027eb884c","23.11.2019 13:21","7703270067","5f1560e32263e9c9093be2bf67c98819","шок.конф.рафаэлло150","raffaello","конфеты; хлеб и сладости; продукты; кондитерские изделия",179.0,1.0,179.0,
"002e9a8b59f319fbeaece080adb04b35","05.01.2020 22:56","2543023195","7e515727e2d8f25fad074bffc82eee13","прокладки дискрит (discreet) део водяная лилия ежедн мультиформ пач карт №20","discreet","личная гигиена; красота и здоровье; прокладки",132.0,1.0,132.0,14.2
"002f1c7495deb99a2c0cf326a6b9b547","29.11.2019 17:44","2310031475","14df1f288b2817f5fa35a29466935d1f","fairy ср д/мыт пос неж руки ромаш/","fairy","нежруч; средство для мытья посуды; средства для мытья посуды; средства для мытья кухни; хозяйственные товары",109.0,1.0,109.0,0.0
"002f1c7495deb99a2c0cf326a6b9b547","29.11.2019 17:44","2310031475","14df1f288b2817f5fa35a29466935d1f","mr.ricco кетчуп д/гриля и шашл pom","mr. ricco","кетчуп; продукты; соус/майонез/кетчуп",45.9,1.0,45.9,
"002f1c7495deb99a2c0cf326a6b9b547","29.11.2019 17:44","2310031475","14df1f288b2817f5fa35a29466935d1f","буслав пельм рубл мяс яичное тесто",,,109.9,2.0,219.8,
"002f1c7495deb99a2c0cf326a6b9b547","29.11.2019 17:44","2310031475","14df1f288b2817f5fa35a29466935d1f","купаты из мяса цб охл 0,8кг лоток(",,,219.9,1.0,219.9,
"002f1c7495deb99a2c0cf326a6b9b547","29.11.2019 17:44","2310031475","14df1f288b2817f5fa35a29466935d1f","лимоны 1кг",,,99.0,0.148,14.65,
"002f1c7495deb99a2c0cf326a6b9b547","29.11.2019 17:44","2310031475","14df1f288b2817f5fa35a29466935d1f","мягкий знак туалетная бумага 1сл 1","мягкий знак","туалетная бумага; бумага/салфетки; хозяйственные товары",15.9,1.0,15.9,
"002f1c7495deb99a2c0cf326a6b9b547","29.11.2019 17:44","2310031475","14df1f288b2817f5fa35a29466935d1f","пакет-майка магнит",,,4.9,1.0,4.9,
"002f1c7495deb99a2c0cf326a6b9b547","29.11.2019 17:44","2310031475","14df1f288b2817f5fa35a29466935d1f","смесь фруктово-ореховая 130г п/уп(",,,45.9,1.0,45.9,
"002f1c7495deb99a2c0cf326a6b9b547","29.11.2019 17:44","2310031475","14df1f288b2817f5fa35a29466935d1f","хлеб суворовский нарез 0,35кг п/уп",,,16.4,1.0,16.4,
"002f4d172bef79404dcc39d1c03ded5b","30.11.2019 13:58","7017187800","dd378c1f593405ac1ad45cf3db8ade47","лук пакет 50г",,,22.77,1.0,22.77,
"002f4d172bef79404dcc39d1c03ded5b","30.11.2019 13:58","7017187800","dd378c1f593405ac1ad45cf3db8ade47","олвейз гп ultraнайт 7шт","always","красота и здоровье; личная гигиена; прокладки",89.95,1.0,89.95,9.0
"002f4d172bef79404dcc39d1c03ded5b","30.11.2019 13:58","7017187800","dd378c1f593405ac1ad45cf3db8ade47","рулет семёновский к/в в/у 300г (гф)",,,119.89,1.0,119.89,
"002f4d172bef79404dcc39d1c03ded5b","30.11.2019 13:58","7017187800","dd378c1f593405ac1ad45cf3db8ade47","семечки бабкины 190г жареные",,"снеки; продукты; семечки; подсолнечника",43.96,1.0,43.96,
"002f4d172bef79404dcc39d1c03ded5b","30.11.2019 13:58","7017187800","dd378c1f593405ac1ad45cf3db8ade47","тесто слоёное бездрожжевое зам. 470г",,,34.98,1.0,34.98,
"002f4d172bef79404dcc39d1c03ded5b","30.11.2019 13:58","7017187800","dd378c1f593405ac1ad45cf3db8ade47","укроп пакет 50г",,"овощи/фрукты/ягоды; зелень; продукты; укроп",16.78,1.0,16.78,
"0030f568472cdc9acecb051aad696ac1","20.11.2019 18:13","7825706086","e85d55777929b0fc1738b0ff5e7a3ca1","77225 bl.з/п анти-кариес свеж.100мл","blend-a-med","уход за полостью рта; зубная паста; красота и здоровье",47.99,1.0,47.99,4.8
"0031a0f1ebe19194148f523de542dc81","05.01.2020 12:03","6,45211E+11","1320ef01ec771d0b598cee4866d970d8","батарейка gp 15а (lr6)-вl2 (блистер ц.за 2шт)",,,80.9,1.0,80.9,
"0031a0f1ebe19194148f523de542dc81","05.01.2020 12:03","6,45211E+11","1320ef01ec771d0b598cee4866d970d8","пакет п/э майка пнд рубль бум 28+14*48 новый год",,,3.99,1.0,3.99,
"0031a0f1ebe19194148f523de542dc81","05.01.2020 12:03","6,45211E+11","1320ef01ec771d0b598cee4866d970d8","хед шамп.200мл ментол/лед арктики","head&shoulders","шампунь для волос; гигиена волос; красота и здоровье",168.9,1.0,168.9,16.89
"0031a0f1ebe19194148f523de542dc81","05.01.2020 12:03","6,45211E+11","1320ef01ec771d0b598cee4866d970d8","чист.лин.кр.дн.д/л 45мл антивоз.сила 5 трав",,,129.8,1.0,129.8,
"0031acecc0e3229c3bd0e84e35184e33","23.01.2020 13:57","2310031475","25834ce28d80e326a15ccb86044acaac","always ежедневные прокладки normal 20шт(procter)","always","красота и здоровье; прокладки; ежедневные; неззащ; личная гигиена",89.0,1.0,89.0,89.0
"0031f92e47133295b36eb1970d32f198","14.01.2020 18:11","5047085094","03de3665b4aec04a328d1bb559a9ff6b","ср-во д/мытья полов mr proper 500мл асс","mr. proper",,99.0,1.0,99.0,9.9
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","10342 средство frosh алоэ вера 500мл",,,129.9,1.0,129.9,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","2086142 кондиционер lenor 1л","lenor","уход за бельем; кондиционер для белья; хозяйственные товары",170.09,1.0,170.09,17.01
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","2086159 бзмж сливки домик в дерев. 480г","домик в деревне","сливки; продукты; молоко/сыр/яйца",166.49,4.0,665.96,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","2092231 корм gourmet gold для кошек 85г","gourmet",,34.11,6.0,204.66,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3246712 хлеб боярский 300г",,"хлеб и сладости; хлеб; продукты",39.51,1.0,39.51,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3305976 пакет перекресток майка 65х40см","перекресток","прочее; упаковка; пакеты",4.41,3.0,13.23,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3327434 колбаса фабрика качества 500г",,"продукты; мясо/рыба; колбаса",242.09,1.0,242.09,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3334989 корм felix д/кошек лосось 85г","felix",,15.9,4.0,63.6,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3387452 семга русское море 200г","русское море",,359.07,1.0,359.07,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3387452 семга русское море 200г","русское море",,359.08,1.0,359.08,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3395103 корм felix с форелью 85г","felix","корм для кошек; корм; влажный корм для кошек; товары для животных",15.9,3.0,47.7,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3411982 освежитель воздуха glade 300мл","glade","ароматизаторы; освежитель воздуха; хозяйственные товары",94.4,1.0,94.4,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3413293 корм felix sensations 85г","felix","корм; влажный корм для кошек; корм для кошек; товары для животных",15.9,3.0,47.7,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3413296 корм felix sensations 85г","felix","корм; товары для животных; корм для кошек; влажный корм для кошек",15.9,3.0,47.7,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3413297 корм felix sensations 85г","felix","корм; влажный корм для кошек; корм для кошек; товары для животных",15.9,6.0,95.4,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3414661 ополаскиватель listerine 250мл",,,139.49,1.0,139.49,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3445964 корм felix sensations 85г","felix","корм; корм для кошек; влажный корм для кошек; товары для животных",15.9,1.0,15.9,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3603053 корм felix аппетит.кусочки 85г","felix",,15.9,7.0,111.3,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3638157 бзмж кефир елховская марка 450г",,"продукты; молоко/сыр/яйца",26.01,2.0,52.02,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","3648145 этикетка красная r5мм",,"прочее",0.0,14.0,0.0,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","4007918 украшение холодное сердце",,"игрушка; прочее",0.0,5.0,0.0,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","86080 бзмж сыр hochland 400г",,,188.09,1.0,188.09,
"00320105764463f9a734f23b183bed28","07.12.2019 12:23","7728029110","691f71be74fb1a851efaaa2a905e24db","95460 средство frosch 500мл","frosch","хозяйственные товары",89.91,1.0,89.91,
"0033650f91c1b7b96027a4a5f70f1c8c","28.12.2019 15:01","2310031475","50e647dc2235918bb73046b0ce5d4592","colgate 360 з/щ древесн уголь средн жестк(колгей","colgate","зубная щетка; красота и здоровье; уход за полостью рта",148.7,1.0,148.7,
"0033650f91c1b7b96027a4a5f70f1c8c","28.12.2019 15:01","2310031475","50e647dc2235918bb73046b0ce5d4592","fructis шампунь рост во всю силу 250 мл (garnier",,"красота и здоровье; гигиена волос; шампунь для волос",159.0,1.0,159.0,
"0033650f91c1b7b96027a4a5f70f1c8c","28.12.2019 15:01","2310031475","50e647dc2235918bb73046b0ce5d4592","lady speed stick дез стик свежесть облаков 45г (",,"личная гигиена; красота и здоровье; дезодорант/антиперсперант",139.2,1.0,139.2,
"0033650f91c1b7b96027a4a5f70f1c8c","28.12.2019 15:01","2310031475","50e647dc2235918bb73046b0ce5d4592","pantene pro-v маска увлажнение и восстанов 300мл","pantene","красота и здоровье; гигиена волос; маска для волос",239.0,1.0,239.0,23.9
"0033650f91c1b7b96027a4a5f70f1c8c","28.12.2019 15:01","2310031475","50e647dc2235918bb73046b0ce5d4592","пакет магнит косметик мал(пластиктрейд):300/2700","магнит косметик","упаковка; пакеты; прочее",3.9,1.0,3.9,
"00348f9ee4b63f2bf53a915bf9f92321","23.12.2019 19:30","5036045205","3028542483a5620d5a351a89ac92bc9f","прокладки олвейc ультра найт 7","always","прокладки; красота и здоровье; singlenight; ultra; 7; личная гигиена",97.0,1.0,97.0,31.0
"00351736938c73b56d45a68313306ff2","10.11.2019 18:25","2310031475","a5aee811a25043d8b57f47ed64332e6a","fairy ср д/мыт пос неж руки ромаш/витамине 900мл","fairy","хозяйственные товары; средства для мытья кухни; нежруч; средство для мытья посуды; средства для мытья посуды",99.0,1.0,99.0,1.0
"00351736938c73b56d45a68313306ff2","10.11.2019 18:25","2310031475","a5aee811a25043d8b57f47ed64332e6a","fairy ср-во для мыт/пос жасм/алоэ 900мл пл/флак(","fairy",,99.0,1.0,99.0,1.0
"00351736938c73b56d45a68313306ff2","10.11.2019 18:25","2310031475","a5aee811a25043d8b57f47ed64332e6a","garnier мицел вода для всех тип кож 700мл (лореа",,,293.9,1.0,293.9,
"00351736938c73b56d45a68313306ff2","10.11.2019 18:25","2310031475","a5aee811a25043d8b57f47ed64332e6a","gillette blue ii одноразстанки жен 4шт+1штподар(","gillette","одноразовые; красота и здоровье; simple; бритвенный станок; личная гигиена",129.0,1.0,129.0,
"00351736938c73b56d45a68313306ff2","10.11.2019 18:25","2310031475","a5aee811a25043d8b57f47ed64332e6a","soft бум/салф белые 100лист(россия):36",,"салфетки; бумага/салфетки; хозяйственные товары",14.9,2.0,29.8,
"00351736938c73b56d45a68313306ff2","10.11.2019 18:25","2310031475","a5aee811a25043d8b57f47ed64332e6a","zewa deluxe розов аром розы/орхид 4 рул, 3-х сл","zewa",,68.0,2.0,136.0,
"00351736938c73b56d45a68313306ff2","10.11.2019 18:25","2310031475","a5aee811a25043d8b57f47ed64332e6a","колготки жен fashion care микрофибра 100д :20",,,80.0,1.0,80.0,
"00351736938c73b56d45a68313306ff2","10.11.2019 18:25","2310031475","a5aee811a25043d8b57f47ed64332e6a","николс домус губчатая салфетка x3(си):17",,"бумага/салфетки; салфетки; хозяйственные товары",119.0,1.0,119.0,
"00351736938c73b56d45a68313306ff2","10.11.2019 18:25","2310031475","a5aee811a25043d8b57f47ed64332e6a","пакет магнит косметик больш(пластиктрейд):100/15","магнит косметик","пакеты; прочее; упаковка",5.9,1.0,5.9,
"003611c26d3ab9a077dd8b1838c0c0cc","08.01.2020 18:08","7728029110","fa541109036110f1868fceba985585cb","3300573 пакет пятерочка 65х40см","пятерочка","упаковка; пакеты; прочее",5.0,1.0,5.0,
"003611c26d3ab9a077dd8b1838c0c0cc","08.01.2020 18:08","7728029110","fa541109036110f1868fceba985585cb","3307692 мягк.знак бумага туал.2 сл.4шт","мягкий знак","бумага/салфетки; хозяйственные товары; туалетная бумага",67.19,1.0,67.19,
"003611c26d3ab9a077dd8b1838c0c0cc","08.01.2020 18:08","7728029110","fa541109036110f1868fceba985585cb","3429703 хлеб богородский 300г",,,21.99,1.0,21.99,
"003611c26d3ab9a077dd8b1838c0c0cc","08.01.2020 18:08","7728029110","fa541109036110f1868fceba985585cb","3439786 orbit жев.рез.бел.неж.мят.13,6г","orbit","жевательная резинка; продукты; хлеб и сладости",29.89,1.0,29.89,
"003611c26d3ab9a077dd8b1838c0c0cc","08.01.2020 18:08","7728029110","fa541109036110f1868fceba985585cb","3642219 комм.шок.трюф.элит мол.нач.200г",,"продукты; кондитерские изделия; хлеб и сладости; шоколад",99.99,1.0,99.99,
"003611c26d3ab9a077dd8b1838c0c0cc","08.01.2020 18:08","7728029110","fa541109036110f1868fceba985585cb","3653955 хз№1 хлеб жито нар.380г",,,43.99,1.0,43.99,
"003611c26d3ab9a077dd8b1838c0c0cc","08.01.2020 18:08","7728029110","fa541109036110f1868fceba985585cb","3669625 len.конд.масло ши д/белья 910мл","lenor","хозяйственные товары; forp&g; кондиционер для белья; уход за бельем",99.99,1.0,99.99,10.0
"0036d8477f8f719dad67a11747c1658e","22.12.2019 19:02","7814148471","c13483ad0c0359e791c8b4a5a5cbd98f","авокадо хасс 1шт",,"авокадо; овощи; овощи/фрукты/ягоды; продукты",109.99,1.0,109.99,
